,date,temps_enso,ghg_temp,aero_temp,nat_temp
5172,2181.0,,4.1103855833593865,-0.31783560106528413,-0.03701320395569183
5184,2182.0,,4.115963360677783,-0.3178181647308412,-0.03698276678738052
5196,2183.0,,4.1215145071473005,-0.31780081142684974,-0.03695247455769145
5208,2184.0,,4.127039165077336,-0.31778354075782916,-0.03692232657644197
5220,2185.0,,4.132537472671904,-0.31776635233020367,-0.036892322156736046
5232,2186.0,,4.138009564807398,-0.3177492457522886,-0.03686246061494856
5244,2187.0,,4.143455573638925,-0.3177322206342776,-0.03683274127070976
5256,2188.0,,4.148875629073145,-0.31771527658823107,-0.03680316344688976
5268,2189.0,,4.154269859137129,-0.3176984132280646,-0.036773726469583067
5280,2190.0,,4.159638390266237,-0.3176816301695384,-0.03674442966809327
5292,2191.0,,4.164981347528931,-0.31766492703024723,-0.03671527237491774
5304,2192.0,,4.170298854802464,-0.31764830342961087,-0.03668625392573244
